path,classification,wp_status,wp_final_url,wp_canonical_path,clone_status,clone_final_url,clone_canonical_path,clone_noindex,redirect_chain_length,suggested_redirect_target
/category/uncategorized,redirected_path_change,200,https://nlmsf.org/category/uncategorized/,/category/uncategorized,200,https://nlmsf-clone.netlify.app/,,no,3,/
/category/uncategorized/page/2,redirected_path_change,200,https://nlmsf.org/category/uncategorized/page/2/,/category/uncategorized/page/2,200,https://nlmsf-clone.netlify.app/,,no,3,/
/chemo-and-dental-care,ok,200,https://nlmsf.org/chemo-and-dental-care/,/chemo-and-dental-care,200,https://nlmsf-clone.netlify.app/chemo-and-dental-care/,,no,2,
/chemo-corner,ok,200,https://nlmsf.org/chemo-corner/,/chemo-corner,200,https://nlmsf-clone.netlify.app/chemo-corner/,,no,2,
/cheryl-phyllis-scharp,redirected_path_change,200,https://nlmsf.org/cheryl-phyllis-scharp/,/cheryl-phyllis-scharp,200,https://nlmsf-clone.netlify.app/cheryl-phyllis-scharp-tribute-page/,,no,4,/cheryl-phyllis-scharp-tribute-page
/cheryl-phyllis-scharp-tribute-page,ok,200,https://nlmsf.org/cheryl-phyllis-scharp-tribute-page/,/cheryl-phyllis-scharp-tribute-page,200,https://nlmsf-clone.netlify.app/cheryl-phyllis-scharp-tribute-page/,,no,2,
/chris-hancock-tribute-page,missing_on_clone,200,https://nlmsf.org/chris-hancock-tribute-page/,/chris-hancock-tribute-page,404,https://nlmsf-clone.netlify.app/chris-hancock-tribute-page/,,yes,2,
/christian-snyder-tribute-page,ok,200,https://nlmsf.org/christian-snyder-tribute-page/,/christian-snyder-tribute-page,200,https://nlmsf-clone.netlify.app/christian-snyder-tribute-page/,,no,2,
/circle-of-hope,redirected_path_change,404,https://nlmsf.org/circle-of-hope,,200,https://nlmsf-clone.netlify.app/donate/,,no,4,/donate
/clinical-trials,redirected_path_change,404,https://nlmsf.org/clinical-trials,,200,https://nlmsf-clone.netlify.app/clinical-trials-research-information/,,no,4,/clinical-trials-research-information
/clinical-trials-perspective,redirected_path_change,404,https://nlmsf.org/clinical-trials-perspective,,200,https://nlmsf-clone.netlify.app/clinical-trials-research-information/,,no,4,/clinical-trials-research-information
/clinical-trials-research-information,ok,200,https://nlmsf.org/clinical-trials-research-information/,/clinical-trials-research-information,200,https://nlmsf-clone.netlify.app/clinical-trials-research-information/,,no,2,
/closer-look-at-leiomoysarcoma,redirected_path_change,200,https://nlmsf.org/closer-look-at-leiomoysarcoma/,/closer-look-at-leiomoysarcoma,200,https://nlmsf-clone.netlify.app/closer-look-at-leiomyosarcoma/,,no,4,/closer-look-at-leiomyosarcoma
/closer-look-at-leiomyosarcoma,ok,200,https://nlmsf.org/closer-look-at-leiomyosarcoma/,/closer-look-at-leiomyosarcoma,200,https://nlmsf-clone.netlify.app/closer-look-at-leiomyosarcoma/,,no,2,
/co-survivor-tips,ok,200,https://nlmsf.org/co-survivor-tips/,/co-survivor-tips,200,https://nlmsf-clone.netlify.app/co-survivor-tips/,,no,2,
/co-survivors-tips,redirected_path_change,404,https://nlmsf.org/co-survivors-tips,,200,https://nlmsf-clone.netlify.app/co-survivor-tips/,,no,4,/co-survivor-tips
/co-survivors-tips-staged,ok,200,https://nlmsf.org/co-survivors-tips-staged/,/co-survivors-tips-staged,200,https://nlmsf-clone.netlify.app/co-survivors-tips-staged/,,no,2,
/community-events,redirected_path_change,404,https://nlmsf.org/community-events,,200,https://nlmsf-clone.netlify.app/events/,,no,4,/events
/community-snapshot-news,ok,200,https://nlmsf.org/community-snapshot-news/,/community-snapshot-news,200,https://nlmsf-clone.netlify.app/community-snapshot-news/,,no,2,
/connect-with-clinician,redirected_path_change,404,https://nlmsf.org/connect-with-clinician,,200,https://nlmsf-clone.netlify.app/find-a-sarcoma-specialist/,,no,4,/find-a-sarcoma-specialist
/contact,ok,200,https://nlmsf.org/contact/,/contact,200,https://nlmsf-clone.netlify.app/contact/,,no,2,
/contact-us,redirected_path_change,404,https://nlmsf.org/contact-us,,200,https://nlmsf-clone.netlify.app/contact/,,no,4,/contact
/contact/newsletter,redirected_path_change,200,https://nlmsf.org/newsletter-archives/,/newsletter-archives,200,https://nlmsf-clone.netlify.app/contact/,,no,4,/contact
/CRI_Patients-Guide-25.pdf,missing_on_clone,404,https://nlmsf.org/CRI_Patients-Guide-25.pdf,,404,https://nlmsf-clone.netlify.app/CRI_Patients-Guide-25.pdf,,yes,1,
/cri-immunotherapy-patient-guide,ok,200,https://nlmsf.org/cri-immunotherapy-patient-guide/,/cri-immunotherapy-patient-guide,200,https://nlmsf-clone.netlify.app/cri-immunotherapy-patient-guide/,,no,2,
/cynthia-diane-katafiasz,missing_on_clone,404,https://nlmsf.org/cynthia-diane-katafiasz,,404,https://nlmsf-clone.netlify.app/cynthia-diane-katafiasz/,,yes,2,
/cynthia-diane-katafiasz-2,missing_on_clone,200,https://nlmsf.org/cynthia-diane-katafiasz-2/,/cynthia-diane-katafiasz-2,404,https://nlmsf-clone.netlify.app/cynthia-diane-katafiasz-2/,,yes,2,
/denise-f-montano-tribute-fund,clone_fetch_error,200,https://nlmsf.org/denise-f-montano-tribute-fund/,/denise-f-montano-tribute-fund,308,https://nlmsf-clone.netlify.app/denise-f-montano-tribute-fund/,,no,9,
/denise-f-montano-tribute-page,clone_fetch_error,200,https://nlmsf.org/denise-f-montano-tribute-page/,/denise-f-montano-tribute-page,308,https://nlmsf-clone.netlify.app/denise-f-montano-tribute-page/,,no,9,
/denise-janowiak,redirected_path_change,200,https://nlmsf.org/denise-janowiak/,/denise-janowiak,200,https://nlmsf-clone.netlify.app/denise-janowiak-tribute-page/,,no,4,/denise-janowiak-tribute-page
/denise-janowiak-tribute-page,ok,200,https://nlmsf.org/denise-janowiak-tribute-page/,/denise-janowiak-tribute-page,200,https://nlmsf-clone.netlify.app/denise-janowiak-tribute-page/,,no,2,
/denver-resources,redirected_path_change,404,https://nlmsf.org/denver-resources,,200,https://nlmsf-clone.netlify.app/resources/,,no,4,/resources
/denver-support,redirected_path_change,404,https://nlmsf.org/denver-support,,200,https://nlmsf-clone.netlify.app/support/,,no,4,/support
/donald-robert-anderson,redirected_path_change,200,https://nlmsf.org/donald-robert-anderson/,/donald-robert-anderson,200,https://nlmsf-clone.netlify.app/donald-robert-anderson-tribute-page/,,no,4,/donald-robert-anderson-tribute-page
/donald-robert-anderson-tribute-page,ok,200,https://nlmsf.org/donald-robert-anderson-tribute-page/,/donald-robert-anderson-tribute-page,200,https://nlmsf-clone.netlify.app/donald-robert-anderson-tribute-page/,,no,2,
/donate,ok,200,https://nlmsf.org/donate/,/donate,200,https://nlmsf-clone.netlify.app/donate/,,no,2,
/donate-leiomyosarcoma-research,redirected_path_change,200,https://nlmsf.org/donate/,/donate,200,https://nlmsf-clone.netlify.app/donate/,,no,4,/donate
/donate-online,redirected_path_change,200,https://nlmsf.org/donate/,/donate,200,https://nlmsf-clone.netlify.app/donate/,,no,4,/donate
